longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.41,37.8,52,1394,395,1700,400,2.75,168800
-121.44,38.61,41,1404,313,765,330,1.8792,63300
-122.37,37.95,32,1298,363,716,268,0.9797,76400
-120.86,37.69,5,6660,1217,3012,1087,3.0809,143600
-114.59,34.83,41,812,,375,158,1.7083,48500
-118.5,34.03,32,6365,1784,2767,1698,3.6451,383300
-117.93,34.03,35,2160,399,1694,403,3.8581,163100
-117.98,33.75,37,1264,274,783,273,3.3438,199600
-122.31,37.56,40,1351,330,701,297,3.32,292900
-118.37,33.88,21,966,172,417,158,5.5335,342600
-122.6,38,21,2198,462,1100,449,4.1098,246600
-121.9,39.59,20,1465,278,745,250,3.0625,93800
-121.1,35.6,20,3389,704,1309,520,3.2112,204500
-118.08,33.92,38,1335,,1011,269,3.6908,157500
-121.46,38.65,14,3167,551,1787,533,3.8125,92600
-118.27,33.98,39,2062,588,1933,570,1.3801,97000
-118.6,34.16,37,3441,584,1283,544,4.1656,313100
-121.91,37.33,52,2562,410,973,398,4.8854,330600
-117.6,33.45,4,2369,566,996,435,5.4031,243800
-117.69,35.65,5,1131,276,520,232,4.0167,87500
-121.86,37.38,15,2052,405,1380,409,5.8686,181100
-121.32,38.01,36,391,74,171,79,2.7045,102800
-117.17,32.83,24,3541,530,1591,530,5.3538,212500
-120.25,37.93,13,493,76,196,68,3.375,134100
-118.41,34.07,52,3562,394,1163,361,15.0001,500001
-122.41,37.66,37,2155,446,1255,428,3.8438,250700
-120.45,34.96,26,1949,396,1575,377,2.875,121400
-117.08,32.63,28,2080,427,1266,434,2.2788,146300
-118.3,33.95,27,1774,444,1622,402,2.2031,96900
-119.34,36.3,13,2394,458,1177,389,2.6875,74400
-117.05,32.57,22,2857,516,2412,496,4.7337,127600
-118.77,34.26,26,3038,468,1825,468,5.6385,196900
-117.92,34.59,7,681,125,485,104,2.7396,125600
-117.21,32.87,12,1428,303,528,269,4.1429,254400
-121.27,37.82,26,1170,238,830,216,2.6458,127500
-122.28,37.89,52,2616,473,1085,487,4.125,270900
-120.65,35.27,52,2254,642,1237,590,2.6208,227100
-118.39,33.71,18,1193,233,475,228,7.5594,500001
-119.18,34.28,17,4526,717,2088,655,5.6885,268200
-122.1,38.24,13,7367,1042,3193,983,5.3102,195000
-117.9,34.1,35,2739,475,1481,483,4.5655,176600
-118.18,34.04,36,1807,630,2118,669,1.55,129000
-117.15,32.8,23,2395,476,2284,488,3.7292,146300
-117.94,33.66,16,2095,450,963,411,5.5,224100
-118.19,34.87,2,2103,389,923,338,5.0553,111100
-118.17,33.98,31,1236,329,1486,337,3.0938,155400
-118.33,33.98,28,3889,1199,3121,1046,1.8806,113900
-118.13,33.95,37,1709,333,778,344,3.9036,326600
-117.25,33.22,19,2167,443,1654,435,3.5,135800
-119.67,34.42,37,1673,444,1477,446,2.0643,246700
-121.83,38.45,32,2139,440,1154,411,3.2672,107500
-118.25,33.95,41,1576,339,1252,302,1.9798,98100
-118.04,34.1,38,2317,451,1155,426,4.1488,235300
-121.8,37.27,17,3912,737,2693,746,5.0772,221500
-117.22,33.81,4,9911,1946,5145,1661,3.4237,113700
-122.21,37.38,28,4518,578,1489,559,11.3176,500001
-122.76,38.35,30,2260,374,958,359,5.0323,222400
-121.39,39.61,22,2828,610,986,391,2.8871,94700
-118.33,34.07,52,1482,171,531,161,15.0001,500001
-118.45,34.04,23,3771,1321,2031,1241,2.7679,277500
-124.21,40.75,32,1218,331,620,268,1.6528,58100
-120.93,38.26,13,2084,449,834,305,3.2937,114200
-119.78,36.76,50,1343,322,1063,342,1.75,49800
-118.16,34.06,27,1675,274,785,275,5.828,301100
-118.56,34.03,34,2095,343,662,299,8.2934,500001
-122.46,37.73,52,2857,469,1431,496,5.2088,344200
-120.71,37.39,11,1479,341,1476,327,3.2721,73800
-117.9,34.06,35,1313,194,599,209,7.5,287200
-122.09,37.65,35,1184,200,572,194,4.7143,193800
-121.44,38.54,47,2518,501,1308,471,2.5389,75700
-120.38,37.99,36,2864,603,1155,565,2.3571,113400
-121.79,37.32,6,2850,561,2160,581,5.5336,241900
-119.94,37.04,14,1636,253,766,225,3.125,88500
-117.93,34.04,30,1336,239,905,253,4.8854,178100
-118.37,33.96,26,138,23,100,20,4.875,175000
-116.94,32.89,24,2541,381,1078,372,5.2542,227800
-118.1,34.08,37,2894,659,1977,636,2.543,208100
-122.49,37.89,23,1650,403,541,336,6.0238,500001
-119.07,35.36,19,5254,894,2155,831,4.6705,110700
-118.04,34.06,30,2019,551,2481,484,3.1875,154200
-122.01,37.03,21,5904,956,2616,916,5.9039,355300
-117.09,32.63,27,2920,770,1935,746,2.4148,67500
-118.11,33.91,19,3056,759,1561,740,3.1369,196900
-118.04,34.07,39,2451,649,2536,648,2.3098,173100
-117.32,34.14,32,1691,353,1457,329,1.8438,66600
-122.24,40.18,39,2191,493,1307,499,1.6483,60800
-121.27,37.96,43,1624,448,1805,440,1.425,61300
-118.28,33.97,35,2305,634,1978,568,1.375,100000
-122.45,38.27,25,5024,881,1994,838,4.2237,262300
-118.34,34.09,5,2665,954,1733,766,2.3568,204700
-122.44,37.72,48,2675,585,1773,540,3.9565,268500
-117.81,33.81,19,3154,390,1404,384,8.9257,431800
-117.96,33.76,22,2520,556,2126,527,3.7734,193900
-122.14,38.16,4,3273,495,1497,454,5.3345,176100
-118.25,33.91,36,1950,365,1125,374,3.1111,119300
-122.31,38,26,3735,641,1708,633,4.621,191100
-117.71,34.1,52,567,152,2688,126,1.875,212500
-122.16,37.72,38,1007,245,618,239,2.875,144800
-122.24,37.8,52,888,168,360,175,2.1944,211500
-118.4,33.97,37,1364,248,494,242,4.6364,456300
-120.2,37.8,30,1189,255,446,165,3.4838,112500
-121.9,38,14,1930,363,990,322,4.1094,162200
-121.2,37.83,18,3415,580,1912,562,4.4423,161400
-117.13,32.73,43,2706,667,1531,614,2.1513,145000
-118,34.03,25,6909,1154,3912,1121,5.257,226100
-117.11,32.69,34,1144,295,1271,302,2.09,91800
-120.98,39.93,25,2220,511,912,449,1.8914,87800
-118.2,33.78,46,1889,651,1545,587,1.7064,175000
-121.76,36.91,23,1276,437,1359,376,1.9609,155000
-121.87,37.67,10,4337,800,1813,743,5.5,247200
-118.16,33.79,25,3742,1180,3916,1063,2.4,153700
-121.65,37.11,14,6006,914,2915,898,5.9356,321700
-120.84,38.63,12,1313,231,731,232,5.7373,208300
-121.96,38.34,15,2857,373,1325,359,6.0252,151700
-119.68,34.43,49,1785,386,1267,380,3.5208,251200
-121.25,37.96,26,2205,478,1730,472,2.4866,68300
-122.1,37.69,44,2341,500,1256,485,2.9507,157100
-122.26,37.78,52,970,217,528,208,3.3438,201300
-118.48,34.04,47,1956,277,724,277,8.9616,500001
-122.3,37.56,35,1873,351,945,333,5.5184,274800
-121.05,39.13,10,3063,497,1168,507,4.4375,185100
-118.3,33.82,26,2080,560,2096,506,2.8106,184400
-118.33,34.06,52,1841,240,693,218,15.0001,500001
-117.15,34.22,10,1039,174,317,109,7.2371,171900
-122.75,38.5,16,4196,638,1713,615,5.449,252100
-118.16,33.9,28,2410,616,2399,594,2.7339,156700
-116.9,32.84,18,3612,737,1864,713,2.7069,153800
-122.43,37.8,52,2994,821,1240,779,3.3715,500000
-117.97,33.66,14,6090,1338,1974,1248,2.8061,180300
-118.23,33.89,35,1255,344,1782,343,2.1949,95100
-121.89,37.31,47,2986,627,1399,613,3.7455,247400
-122.08,37.66,33,1547,372,1063,356,2.5625,154300
-124.16,40.79,52,2148,421,975,430,2.2566,92700
-120.11,39.21,18,2245,392,421,162,4.5795,158300
-117.03,32.67,15,5094,818,2118,758,5.3505,266600
-122.06,37.77,12,14316,2045,5781,2007,7.2634,341600
-122.24,37.83,41,2576,406,794,376,5.956,366100
-118.23,34.1,41,1353,379,1536,416,2.1687,157000
-122.09,37.67,39,2069,500,1408,478,3.1115,153500
-117.95,34.07,37,1375,260,951,272,3.2083,195200
-117.67,33.46,24,3571,722,1409,543,4.6518,277800
-117.14,32.75,35,1391,329,726,317,2.6818,159400
-118.2,33.94,43,1934,511,1895,493,2.5029,159700
-117.13,32.72,32,2197,623,1784,599,1.901,120300
-117.97,34.01,33,2006,381,1410,346,3.7083,165500
-118.37,34.22,11,2127,581,1989,530,2.9028,174100
-122.49,37.76,52,2245,425,1091,409,3.5909,331200
-118.29,34.25,19,1988,594,1399,527,2.4727,175000
-122.82,38.38,27,2565,479,1227,467,4.5132,259900
-117.96,33.81,34,1941,356,1021,339,4.4663,183900
-119.08,35.42,10,4159,608,2089,591,5.5261,132000
-118.25,33.95,48,1766,424,1655,420,0.9751,95500
-117.03,32.77,34,1796,428,918,424,2.875,161200
-119.21,36.38,18,2158,413,1461,395,2.0216,58000
-118.22,34.13,52,791,174,501,162,3.3542,178100
-119.29,34.4,22,3891,657,1727,581,4.2656,241400
-121.25,38.07,28,2103,422,1167,391,3.0592,152800
-118.39,34.01,25,1101,285,543,294,2.3571,340600
-121.9,37.66,18,7397,1137,3126,1115,6.4994,323000
-122.04,37.95,29,866,138,341,133,4.7188,197100
-119.71,34.43,18,1170,372,681,346,2.1974,255000
-117.09,32.8,15,666,152,247,164,2.15,131300
-118.36,34.15,34,3659,921,1338,835,3.6202,366100
-118.08,34.11,42,1969,353,927,354,5.5924,285300
-117.19,32.82,34,3850,608,1619,602,5.0465,208200
-119.83,36.79,35,1872,363,1054,369,3.3272,65600
-122.34,37.57,52,2635,408,967,374,7.0422,500001
-122.27,37.53,43,1145,230,586,254,3.5,267400
-117.89,33.71,24,4365,804,2663,753,4.5814,233300
-117.27,33.06,7,3686,733,1612,672,3.197,367100
-118.26,34.02,38,980,285,1308,310,1.5652,123100
-121.28,38.59,3,4188,1136,2081,995,3.0481,92500
-121.86,37.31,24,1939,652,1808,625,2.2259,112500
-120.97,37.69,15,4065,841,1986,680,3.072,114300
-117.01,32.66,11,9992,1368,4495,1316,6.9664,293900
-122.08,37.99,19,4657,739,1914,732,5.0509,199900
-122.25,37.49,44,4420,743,1790,735,6.142,394700
-122.42,37.62,40,1545,264,756,282,4.4643,308100
-117.03,32.61,23,1553,216,778,229,5.1538,171300
-121.94,37.29,20,710,188,363,176,4.0962,214100
-122.31,38.3,25,3883,740,1641,676,3.9,187300
-122.08,37.61,26,2261,443,1039,395,3.7931,203900
-117.85,33.8,34,1593,283,872,255,3.825,216700
-117.05,33.13,17,2385,372,1118,369,4.2813,169900
-118.17,34.03,31,1014,252,1064,247,2.4167,125500
-120.48,34.7,26,3069,518,1524,539,4.3162,136400
-118.56,34.17,35,2987,391,1244,387,7.1322,500001
-122.02,37.34,30,1036,151,467,156,6.448,360600
-119.73,36.83,14,3348,491,1584,493,5.0828,111400
-122.39,37.6,44,2304,384,986,379,4.652,387100
-119.82,36.72,17,1276,242,927,238,2.6176,54100
-121.32,35.95,31,372,68,479,67,3.5547,200000
-118.48,34.04,49,3780,741,1435,690,4.3158,500001
-122.03,38.26,25,4617,1046,2685,1011,2.9576,108500
-120.79,38.43,40,1391,246,546,214,3.9107,129800
-122.38,40.69,21,1774,370,875,354,1.7422,61500
-121.83,37.37,43,1461,284,800,258,3.2279,182400
-122.26,38.28,24,2831,502,1462,503,4.5,158300
-121.99,36.98,25,2113,422,1365,439,4.6484,234600
-121.7,36.67,37,641,129,458,142,3.3456,252600
-117.9,33.76,26,2678,702,3262,685,3.6953,176800
-119.98,38.94,25,1339,328,503,219,1.9018,109700
-122.02,37.95,25,1205,260,608,272,2.4519,208300
-122.11,37.7,29,1298,306,835,338,2.3274,170400
-118.36,33.98,46,1425,283,782,273,5.057,246300
-120.96,37.67,18,1442,229,538,220,4.2969,163200
-117.96,33.76,24,1328,290,1012,306,4.2813,189500
-118.45,34.31,9,1739,358,820,323,4.0556,182500
-118.16,33.97,23,1516,457,1977,435,2.3068,157800
-118.05,33.85,25,2856,388,1212,362,6.1737,313100
-122.09,37.6,36,385,94,295,92,2.9706,147900
-117.82,33.64,18,1974,260,808,278,9.8589,500001
-121.46,38.57,52,893,159,367,160,3.2386,213200
-122.56,37.94,36,2023,242,653,241,10.6272,500001
-121.03,40.35,52,5486,1044,1977,754,2.1833,49500
-120.58,35,37,523,119,374,95,1.4726,106300
-117.93,33.74,5,639,197,666,197,3.3017,87500
-118.25,34.01,36,879,262,1034,236,1.2857,99300
-121.36,38.04,4,2477,359,1234,377,5.5427,162100
-122.72,38.42,30,2099,406,1156,401,2.8036,152300
-118.25,33.96,42,1326,295,918,258,2.3864,98800
-118.13,33.76,46,2834,673,1175,670,4.7875,363800
-118.09,34.16,45,2199,358,942,353,5.0393,321100
-118.55,34.26,21,4018,536,1508,529,8.203,445400
-117.13,34.39,29,2251,464,855,315,3.4183,104100
-122.19,37.48,35,7067,1646,5380,1597,4.1776,265300
-121.92,37.96,14,5332,884,2093,839,5.2798,237400
-118.17,34.03,41,2099,530,2325,528,2.1979,140800
-122.69,38.51,18,3364,501,1442,506,6.6854,313000
-120.2,37.84,9,13670,2453,2811,1193,3.2589,137900
-118.32,34.09,34,1478,675,1976,653,2.0557,225000
-118.27,34.16,48,1301,253,637,260,4.3438,252700
-117.93,33.78,36,2169,359,1018,370,4.3906,231300
-118.37,34.06,52,2402,506,878,464,4.0217,500001
-118.28,33.82,30,3615,760,2813,752,5.3849,217700
-119.77,36.85,8,1519,234,711,248,5.9897,123600
-117.73,34.08,28,5173,1069,3502,954,3.8438,130800
-118.1,33.93,35,1622,302,845,284,4.5769,186100
-117.21,33.71,16,8476,1758,2711,1427,2.1848,97900
-118.36,33.92,26,3695,1144,2308,1009,2.6667,229300
-117.66,34.15,25,3430,485,1284,438,8.5282,360100
-118.29,33.73,30,2835,711,1669,652,3.3616,268500
-117.11,32.95,11,4694,824,2223,783,4.9485,231800
-118.5,34.15,33,3104,387,1111,376,13.4196,500001
-121.34,38.66,16,3154,860,1837,793,1.9805,92900
-117.26,34.11,33,1210,288,850,238,1.2171,59300
-119.46,36.25,32,1702,348,1016,350,2.5,73600
-122.15,37.44,52,2063,320,774,309,7.2543,500001
-116.8,33.52,3,830,145,272,104,3.8281,163500
-117.31,32.83,38,2367,480,891,428,4.1477,500001
-121.85,39.73,52,444,80,1107,98,3.4191,137500
-121.86,37.23,24,4337,670,1936,652,5.8904,271400
-119.24,36.8,17,2052,405,975,340,2.6902,94400
-116.21,33.71,19,3114,787,3157,772,1.7083,82200
-117.87,33.89,17,1441,530,769,456,2.425,171700
-119.56,36.51,37,1018,213,663,204,1.6635,67000
-118.21,33.92,37,1705,403,1839,410,2.5833,132700
-122.04,36.97,40,1193,227,570,204,4.4659,237500
-120.59,38.76,21,1728,417,731,334,1.7266,94700
-117.88,33.75,34,3004,673,5477,640,2.8342,187200
-120.03,38.89,15,3042,588,918,336,3.8333,118800
-117.66,34.04,10,3657,695,2079,663,4.2054,159900
-116.96,33.52,9,2802,471,1155,421,4.125,392100
-121.38,38.47,4,14418,2282,6578,2140,4.5604,145900
-118.5,34.02,28,5109,1482,2313,1451,3.3266,483300
-121.87,37.41,24,3308,548,1891,544,5.6683,248700
-115.41,32.99,29,1141,220,684,194,3.4038,107800
-118.16,34.7,33,2918,494,1365,478,4.8787,127700
-117.23,33.57,6,13724,2269,5860,1986,3.9617,183000
-118.38,33.79,32,10445,1620,4474,1576,7.7042,500001
-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800
-119.17,34.25,15,1329,282,1001,284,3.65,189300
-123.24,39.81,25,1435,304,746,259,1.7788,57900
-118.11,34.16,52,2489,437,1101,438,4.2065,320300
-121.61,37.06,21,5322,908,3011,895,5.5936,386800
-117.7,35.6,16,2678,483,1473,487,3.858,70200
-119.8,36.76,52,2224,418,832,406,2.3952,78400
-117.37,33.18,19,1931,509,855,394,2.6979,266700
-118.62,34.2,32,3233,553,1678,545,5.0025,234900
-119.27,34.26,23,3578,753,1455,649,4.1898,359100
-122.74,38.45,17,3064,588,1704,590,3.9329,170900
-117.95,33.67,25,1799,233,810,265,8.289,372400
-121.91,37.25,31,1944,343,975,334,4.9205,240500
-121.9,36.6,45,2249,412,944,429,3.0625,260300
-122.04,37.89,33,2423,322,998,346,7.5349,349100
-117.98,33.7,17,1989,411,1401,453,4.1603,160500
-122.16,37.77,48,977,194,446,180,4.7708,156300
-118.07,34.13,27,3787,913,1992,853,3.301,251200
-122.25,38.1,52,248,86,173,69,2.3,109400
-121.98,36.99,14,6787,1454,3416,1357,3.5943,262400
-118.28,33.99,37,1971,513,1673,464,1.4625,103000
-120.45,34.64,27,2696,622,1322,543,3.0352,135400
-119.7,34.42,43,1802,557,1490,538,2.675,247900
-117.07,32.67,28,2758,623,2179,631,2.3814,112300
-118,33.77,28,2401,503,1155,456,3.5139,211700
-117.39,33.69,5,6529,997,3464,1006,5.3275,168700
-121.9,37.3,52,1456,269,582,277,5.036,296600
-118.39,33.89,40,826,143,389,147,7.1845,438100
-122.16,37.75,38,2457,624,1516,482,1.5625,91700
-122.5,37.88,28,5448,1089,2100,1023,4.7475,474600
-117.26,33.26,9,4609,798,2582,746,4.3429,173900
-118.16,34.09,50,1568,302,1093,333,3.1442,162100
-122.44,37.79,52,1447,186,483,181,15.0001,500001
-122.82,38.33,25,3067,569,1602,550,3.9917,244100
-122.74,38.47,16,1426,287,525,260,3.0714,161700
-118.07,33.87,28,2399,436,1613,429,3.6339,220100
-118.28,34.16,49,1393,290,605,282,2.9491,257400
-119.8,36.75,52,1788,449,1156,418,1.7298,58400
-117.27,34.05,34,1703,395,849,359,3.1607,138200
-117.17,32.69,45,3168,598,1341,562,4.5189,422200
-117.9,33.92,27,698,116,391,126,5.9177,267600
-120.55,38.31,18,1411,312,592,230,1.625,94700
-121.98,37.53,28,2829,566,1610,540,4.6,223200
-120.99,37.67,28,1768,423,1066,392,1.8315,90500
-120.88,37.37,24,1294,222,684,221,2.6908,103100
-117.2,32.76,40,581,157,298,156,2.4,255000
-117.06,32.75,34,1917,419,1181,426,3.0208,129200
-118.39,34.23,18,3405,831,3001,795,3.0083,181900
-118.39,34.16,20,4084,1062,1637,987,3.2388,256300
-117.88,34.01,16,6756,1332,4429,1299,4.7589,178200
-121.06,37.67,31,906,146,383,129,3.4167,196900
-119.45,36.59,28,1274,215,572,202,3.825,84200
-120.16,39.04,18,2040,402,350,129,4.0313,126000
-117.07,32.61,22,5016,1331,3222,1196,2.1441,135500
-118.34,34.09,37,1442,501,998,503,2.4432,200000
-121.85,37.36,15,3148,1116,3556,1037,3.0466,159600
-117.84,34,26,797,117,383,114,6.8758,253800
-117.89,33.94,20,3349,685,1822,675,4.7216,227000
-122.64,41.63,19,2722,479,1108,430,3.1062,100000
-119.69,36.43,29,1799,356,1278,387,1.7813,57900
-117.3,34.53,38,1643,489,1196,406,1.2275,64100
-118,33.93,35,802,153,445,150,5.0077,185000
-117.13,32.7,35,1179,344,1372,330,1.9509,70200
-122.23,38.05,52,1736,358,638,297,2.5517,147100
-118.16,33.78,33,2048,585,2074,597,2.0156,152700
-118.07,34.51,14,2798,459,1236,404,4.8667,239900
-122.45,37.78,52,2686,606,1392,578,4,355300
-117.27,34.49,7,2344,351,846,314,4.7361,174500
-121.76,36.92,20,2687,637,2154,610,2.6434,169700
-122.12,37.45,38,1276,314,955,287,2.0096,155700
-122.19,39.5,23,462,97,261,90,2.1705,53000
-117.91,33.9,27,829,114,383,133,9.3125,293500
-117.19,32.83,30,3225,555,1601,532,4.3317,173300
-118.19,33.78,35,1511,593,914,539,0.9318,187500
-122.15,37.74,41,856,178,571,191,3.1458,130600
-118.14,34.14,24,10239,2823,4210,2565,3.6997,225000
-121.38,36.85,13,4115,782,2903,747,3.7316,192400
-118.01,34.16,47,1745,270,753,275,5.532,318500
-122.49,38.32,17,3308,720,1587,632,3.2727,176000
-118.39,34.09,28,2347,608,785,548,4.4167,425000
-117.77,33.71,13,1939,247,928,244,8.1111,379800
-118.51,34.03,37,4072,905,1468,923,3.8571,500001
-121.96,39.3,39,701,130,271,89,2.1845,112500
-121.87,37.29,18,1892,568,974,553,2.3715,228000
-120.62,35.28,28,3952,592,1469,571,6.3144,328800
-117.13,32.72,17,1285,423,1208,409,1.758,126600
-117.68,33.6,24,1956,262,969,256,6.8154,265900
-121.25,37.94,30,1509,308,967,278,1.7798,65900
-118.19,34.04,40,1279,316,1438,329,2.1774,157600
-119.12,36.69,13,3963,812,1905,671,2.2278,90500
-117.91,33.64,37,1998,472,1030,436,3.9306,268400
-121.88,37.3,16,2692,749,1674,681,2.6763,191100
-117.65,33.59,8,2649,340,1238,354,8.0409,337900
-123.02,38.36,16,1496,298,778,284,3.8589,268800
-122.18,37.45,43,2061,437,817,385,4.4688,460200
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200
-117.72,34.03,17,2902,476,1652,479,5.6029,161800
-117.85,34.12,30,4367,1033,2524,954,3.0448,192100
-121.67,38.54,13,6141,1019,2553,967,4.2432,326500
-117.19,34.08,22,2467,555,1567,494,2.6536,84700
-121.92,37.72,22,4638,716,2302,687,5.347,219500
-122.41,37.62,49,1464,302,636,259,4.25,284100
-118.41,34.17,27,3277,648,1382,615,3.875,366100
-122.13,37.44,42,2390,462,1146,468,6.3111,397400
-122.3,37.92,33,1615,271,710,285,4.0804,239000
-118.36,33.88,28,1313,319,827,308,2.65,260800
-122.32,38.29,21,1607,356,834,352,2.3787,177900
-118.33,33.86,36,854,160,473,150,6.3992,259600
-119.04,36.07,17,2623,659,1912,618,1.5893,52000
-118.38,34.04,35,2237,592,1794,543,2.2961,207700
-119.57,36.44,30,1860,337,1123,347,3.4926,94200
-118.1,33.96,40,1743,328,981,291,3.6667,173100
-115.55,32.79,22,565,162,692,141,1.2083,53600
-117.71,34.07,24,1948,362,1286,364,3.6,139300
-121.74,37.35,34,440,90,217,93,5.2327,500001
-122.2,37.78,39,1752,399,1071,376,3.1167,121600
-118.42,34.19,33,3353,790,2318,775,2.2589,269700
-122.42,37.75,52,1855,611,1715,614,2.1289,250000
-122.31,37.94,38,1794,349,810,335,3.8343,191400
-122.26,37.53,4,5233,1109,1690,907,6.2007,311800
-121.89,37.32,41,977,265,865,253,3.2317,184800
-122.19,37.76,52,2024,391,1030,350,2.4659,94700
-118.13,34.16,36,2162,658,1337,590,2.2095,176700
-118.1,34.57,7,20377,4335,11973,3933,3.3086,138100
-122.26,37.45,17,2742,441,986,421,5.9285,496000
-122.25,37.8,52,2087,510,1197,488,3.0149,218400
-122.4,37.8,52,1860,575,679,448,4.775,500001
-118.53,34.2,33,3270,818,2118,763,3.225,205300
-118.13,33.81,37,1013,199,493,183,4.7845,231400
-122.5,37.74,44,2082,470,1154,403,4.3611,268100
-117.12,34.21,19,4641,994,1334,474,4.5972,123900
-120.1,39.33,9,2738,510,1193,412,4.3958,124800
-117.73,35.73,35,2916,594,1870,432,3.625,55000
-117.11,32.76,28,1457,397,672,342,1.9799,122700
-122.02,37.31,34,2629,433,1301,431,6.083,341400
-121.5,38.56,46,2646,645,1684,616,1.128,123100
-118.3,33.93,35,1300,356,1216,326,1.2,99200
-117.21,33.93,4,10002,1468,5439,1397,5.0223,152600
-118.45,34.07,13,4284,1452,3806,1252,1.3125,350000
-117.23,32.73,44,1168,263,509,256,2.7273,269700
-117.92,33.83,52,1514,301,855,293,3.6042,166400
-121.94,37.33,37,818,269,576,261,2.1902,250000
-120.13,39.06,22,2465,539,381,146,2.875,87500
-122.08,37.72,31,3866,531,1368,521,6.187,340400
-119.44,36.59,28,1343,330,1331,305,1.516,56700
-119.29,34.28,38,2387,748,1537,741,2.3147,192500
-117.3,32.85,28,2334,694,770,552,3.1324,500001
-122.07,37.86,23,1025,205,263,191,3.12,155000
-118.6,34.07,16,319,59,149,64,4.625,433300
-119.74,36.72,25,3972,842,2863,729,2.1304,58500
-118.01,34.11,36,1722,320,794,322,4.2132,212200
-118.49,34.03,31,3155,808,1208,745,3.6769,450000
-118.29,33.96,32,3508,917,2794,839,1.554,100000
-118.16,34.18,44,1870,389,1345,391,1.8932,136100
-122.01,37.3,25,4044,551,1699,533,8.0837,380600
-118.43,34.11,27,10806,1440,3511,1352,12.7296,500001
-118.12,33.82,42,1493,277,671,267,3.2794,224500
-121.33,38.7,15,2226,421,1004,417,2.7868,117800
-118.37,34.09,33,3180,865,1347,841,4.0651,500001
-121.01,37.61,5,3655,696,2316,647,3.4703,129300
-120.69,35.25,15,4210,899,1933,867,2.794,262500
-118.09,33.84,27,1594,295,1061,320,4.7917,217700
-119.05,34.36,22,1815,506,2428,473,2.8417,162500
-120.85,37.49,39,2840,733,2606,737,1.9429,76400
-122.06,37.6,18,1726,276,1186,310,5.3226,231700
-123.03,38.79,16,4047,769,1998,673,3.375,171900
-117.67,34.12,15,3162,495,1145,473,5.3525,191700
-121.42,38.64,42,1720,382,1069,362,1.8611,60500
-117.77,33.51,29,3590,772,1070,603,4.4464,500001
-120.75,37.44,27,2295,424,1252,350,3.6182,123200
-117.88,34,32,265,51,170,50,3.9375,187500
-121.3,38.51,19,822,134,457,133,4.15,157500
-118.15,34.05,31,3362,799,1939,754,3.5089,305800
-117.33,34.13,18,3009,740,2317,659,1.6375,72400
-117.23,33.16,2,4624,946,2091,808,3.6736,214500
-119.31,36.3,20,1256,209,566,195,4.0221,86300
-121.79,37.31,22,2199,361,1270,386,5.1149,235700
-118.12,33.91,36,2053,386,1023,394,3,216600
